Região,UF,IBGE,Município,CATEGORIA DE IVS,"VAGAS CONFIRMADAS
FINANC. FEDERAL","VAGAS CONFIRMADAS
COPARTICIPAÇÃO",TOTAL VAGAS CONFIRMADAS
Norte,AC,120005,Assis Brasil,Alta vulnerabilidade,2,0,2
Norte,AC,120034,Manoel Urbano,Muito alta vulnerabilidade,1,0,1
Norte,AC,120035,Marechal Thaumaturgo,Muito alta vulnerabilidade,1,0,1
Norte,AC,120039,Porto Walter,Muito alta vulnerabilidade,1,0,1
Norte,AC,120040,Rio Branco,Média vulnerabilidade,1,0,1
Norte,AC,120042,Rodrigues Alves,Muito alta vulnerabilidade,1,0,1
Norte,AC,120050,Sena Madureira,Muito alta vulnerabilidade,1,0,1
Nordeste,AL,270010,agua Branca,Muito alta vulnerabilidade,1,0,1
Nordeste,AL,270070,Batalha,Alta vulnerabilidade,0,1,1
Nordeste,AL,270100,Boca da Mata,Alta vulnerabilidade,0,0,0
Nordeste,AL,270135,Campestre,Muito alta vulnerabilidade,1,0,1
Nordeste,AL,270210,Colônia Leopoldina,Muito alta vulnerabilidade,1,0,1
Nordeste,AL,270235,Craíbas,Muito alta vulnerabilidade,1,0,1
Nordeste,AL,270240,Delmiro Gouveia,Alta vulnerabilidade,1,1,2
Nordeste,AL,270250,Dois Riachos,Muito alta vulnerabilidade,1,0,1
Nordeste,AL,270290,Girau do Ponciano,Muito alta vulnerabilidade,1,0,1
Nordeste,AL,270330,Inhapi,Muito alta vulnerabilidade,3,0,3
Nordeste,AL,270380,Joaquim Gomes,Muito alta vulnerabilidade,2,0,2
Nordeste,AL,270390,Jundiá,Muito alta vulnerabilidade,1,0,1
Nordeste,AL,270400,Junqueiro,Alta vulnerabilidade,1,0,1
Nordeste,AL,270420,Limoeiro de Anadia,Muito alta vulnerabilidade,3,0,3
Nordeste,AL,270430,Maceió,Média vulnerabilidade,0,0,0
Nordeste,AL,270500,Mata Grande,Muito alta vulnerabilidade,2,0,2
Nordeste,AL,270540,Monteirópolis,Muito alta vulnerabilidade,2,0,2
Nordeste,AL,270550,Murici,Muito alta vulnerabilidade,1,0,1
Nordeste,AL,270600,Olivença,Muito alta vulnerabilidade,2,0,2
Nordeste,AL,270640,Pão de Açúcar,Alta vulnerabilidade,1,1,2
Nordeste,AL,270642,Pariconha,Muito alta vulnerabilidade,1,0,1
Nordeste,AL,270700,Pindoba,Alta vulnerabilidade,1,0,1
Nordeste,AL,270730,Porto Calvo,Alta vulnerabilidade,1,0,1
Nordeste,AL,270780,Roteiro,Muito alta vulnerabilidade,1,0,1
Nordeste,AL,270810,Santana do Mundaú,Muito alta vulnerabilidade,1,0,1
Nordeste,AL,270820,São Brás,Alta vulnerabilidade,1,0,1
Nordeste,AL,270840,São Jose da Tapera,Muito alta vulnerabilidade,5,0,5
Nordeste,AL,270890,Satuba,Média vulnerabilidade,0,3,3
Nordeste,AL,270895,Senador Rui Palmeira,Muito alta vulnerabilidade,0,0,0
Nordeste,AL,270900,Tanque d'Arca,Muito alta vulnerabilidade,1,0,1
Nordeste,AL,270915,Teotônio Vilela,Muito alta vulnerabilidade,2,0,2
Nordeste,AL,270930,União dos Palmares,Alta vulnerabilidade,2,0,2
Nordeste,AL,270940,Viçosa,Alta vulnerabilidade,0,0,0
Norte,AM,130080,Borba,Muito alta vulnerabilidade,1,0,1
Norte,AM,130090,Canutama,Muito alta vulnerabilidade,1,0,1
Norte,AM,130100,Carauari,Muito alta vulnerabilidade,2,0,2
Norte,AM,130110,Careiro,Muito alta vulnerabilidade,1,0,1
Norte,AM,130120,Coari,Muito alta vulnerabilidade,4,0,4
Norte,AM,130150,Envira,Muito alta vulnerabilidade,1,0,1
Norte,AM,130160,Fonte Boa,Muito alta vulnerabilidade,1,0,1
Norte,AM,130185,Iranduba,Alta vulnerabilidade,1,0,1
Norte,AM,130220,Juruá,Muito alta vulnerabilidade,2,0,2
Norte,AM,130230,Jutaí,Muito alta vulnerabilidade,1,0,1
Norte,AM,130260,MANAUS,Média vulnerabilidade,7,0,7
Norte,AM,130270,Manicoré,Muito alta vulnerabilidade,3,0,3
Norte,AM,130290,Maués,Muito alta vulnerabilidade,1,0,1
Norte,AM,130310,Nova Olinda do Norte,Muito alta vulnerabilidade,1,0,1
Norte,AM,130340,PARINTINS,Alta vulnerabilidade,1,0,1
Norte,AM,130420,Tefé,Alta vulnerabilidade,0,0,0
Norte,AM,130426,Uarini,Muito alta vulnerabilidade,1,0,1
Norte,AM,130440,Urucurituba,Muito alta vulnerabilidade,1,0,1
Norte,AP,160021,Cutias,Alta vulnerabilidade,1,0,1
Norte,AP,160023,Ferreira Gomes,Alta vulnerabilidade,0,1,1
Norte,AP,160027,Laranjal do Jari,Muito alta vulnerabilidade,2,0,2
Norte,AP,160040,Mazagão,Muito alta vulnerabilidade,1,0,1
Norte,AP,160050,Oiapoque,Muito alta vulnerabilidade,2,0,2
Norte,AP,160060,Santana,Média vulnerabilidade,0,2,2
Norte,AP,160005,Serra do Navio,Média vulnerabilidade,0,1,1
Norte,AP,160070,Tartarugalzinho,Muito alta vulnerabilidade,1,0,1
Norte,AP,160080,Vitoria do Jari,Alta vulnerabilidade,0,0,0
Nordeste,BA,290030,Acajutiba,Muito alta vulnerabilidade,2,0,2
Nordeste,BA,290070,Alagoinhas,Média vulnerabilidade,1,0,1
Nordeste,BA,290080,Alcobaça,Alta vulnerabilidade,1,0,1
Nordeste,BA,290135,Andorinha,Alta vulnerabilidade,1,0,1
Nordeste,BA,290160,Antas,Alta vulnerabilidade,0,0,0
Nordeste,BA,290190,Apora,Muito alta vulnerabilidade,0,0,0
Nordeste,BA,290200,Aracatu,Alta vulnerabilidade,0,0,0
Nordeste,BA,290210,Araci,Muito alta vulnerabilidade,2,0,2
Nordeste,BA,290220,Aramari,Muito alta vulnerabilidade,1,0,1
Nordeste,BA,290260,Baixa Grande,Alta vulnerabilidade,1,0,1
Nordeste,BA,290280,Barra da Estiva,Média vulnerabilidade,0,0,0
Nordeste,BA,290300,Barra do Mendes,Alta vulnerabilidade,1,0,1
Nordeste,BA,290310,Barra do Rocha,Alta vulnerabilidade,1,0,1
Nordeste,BA,290327,Barrocas,Alta vulnerabilidade,0,0,0
Nordeste,BA,290340,Belmonte,Muito alta vulnerabilidade,1,0,1
Nordeste,BA,290360,Biritinga,Muito alta vulnerabilidade,1,0,1
Nordeste,BA,290440,Brejolandia,Muito alta vulnerabilidade,1,0,1
Nordeste,BA,290450,Brotas de Macaubas,Alta vulnerabilidade,0,0,0
Nordeste,BA,290460,Brumado,Média vulnerabilidade,0,6,6
Nordeste,BA,290485,Cabaceiras do Paraguacu,Muito alta vulnerabilidade,1,0,1
Nordeste,BA,290515,Caetanos,Muito alta vulnerabilidade,1,0,1
Nordeste,BA,290530,Cafarnaum,Alta vulnerabilidade,0,1,1
Nordeste,BA,290560,Camacan,Alta vulnerabilidade,0,1,1
Nordeste,BA,290570,Camacari,Média vulnerabilidade,1,4,5
Nordeste,BA,290620,Canarana,Alta vulnerabilidade,1,0,1
Nordeste,BA,290650,Candeias,Média vulnerabilidade,1,0,1
Nordeste,BA,290680,Cansação,Muito alta vulnerabilidade,1,0,1
Nordeste,BA,290685,Capela do Alto Alegre,Alta vulnerabilidade,1,0,1
Nordeste,BA,290700,Cardeal da Silva,Muito alta vulnerabilidade,2,0,2
Nordeste,BA,290710,Carinhanha,Muito alta vulnerabilidade,1,0,1
Nordeste,BA,290780,Cicero Dantas,Alta vulnerabilidade,1,0,1
Nordeste,BA,290810,Cocos,Alta vulnerabilidade,1,0,1
Nordeste,BA,290870,Condeuba,Alta vulnerabilidade,0,0,0
Nordeste,BA,290970,Cristopolis,Alta vulnerabilidade,1,0,1
Nordeste,BA,290990,Curaca,Alta vulnerabilidade,1,0,1
Nordeste,BA,291000,Dario Meira,Muito alta vulnerabilidade,1,0,1
Nordeste,BA,291005,Dias d'avila,Média vulnerabilidade,0,0,0
Nordeste,BA,291040,Encruzilhada,Muito alta vulnerabilidade,4,0,4
Nordeste,BA,291050,Entre Rios,Alta vulnerabilidade,1,0,1
Nordeste,BA,291070,Euclides da Cunha,Alta vulnerabilidade,2,0,2
Nordeste,BA,291080,Feira de Santana,Média vulnerabilidade,2,0,2
Nordeste,BA,291110,"Formosa do Rio
Preto",Alta vulnerabilidade,1,0,1
Nordeste,BA,291130,Gentio do Ouro,Muito alta vulnerabilidade,0,0,0
Nordeste,BA,291185,Heliopolis,Alta vulnerabilidade,0,1,1
Nordeste,BA,291190,Iacu,Alta vulnerabilidade,0,0,0
Nordeste,BA,291220,Ibicoara,Alta vulnerabilidade,1,0,1
Nordeste,BA,291240,Ibipeba,Alta vulnerabilidade,0,1,1
Nordeste,BA,291290,Ibirataia,Alta vulnerabilidade,0,1,1
Nordeste,BA,291360,Ilheus,Média vulnerabilidade,1,0,1
Nordeste,BA,291370,Inhambupe,Alta vulnerabilidade,2,0,2
Nordeste,BA,291390,Ipiau,Média vulnerabilidade,1,0,1
Nordeste,BA,291440,Iraquara,Alta vulnerabilidade,1,0,1
Nordeste,BA,291490,Itacare,Alta vulnerabilidade,1,0,1
Nordeste,BA,291520,Itagiba,Alta vulnerabilidade,1,0,1
Nordeste,BA,291540,Itaju do Colonia,Muito alta vulnerabilidade,2,0,2
Nordeste,BA,291550,Itajuipe,Alta vulnerabilidade,0,2,2
Nordeste,BA,291600,Itanhem,Média vulnerabilidade,0,1,1
Nordeste,BA,291620,Itape,Alta vulnerabilidade,1,0,1
Nordeste,BA,291640,Itapetinga,Baixa vulnerabilidade,1,3,4
Nordeste,BA,291650,Itapicuru,Muito alta vulnerabilidade,1,0,1
Nordeste,BA,291680,Itarantim,Alta vulnerabilidade,0,1,1
Nordeste,BA,291700,Itiuba,Muito alta vulnerabilidade,2,0,2
Nordeste,BA,291730,Itubera,Alta vulnerabilidade,1,0,1
Nordeste,BA,291760,Jaguaquara,Alta vulnerabilidade,0,0,0
Nordeste,BA,291770,Jaguarari,Média vulnerabilidade,1,0,1
Nordeste,BA,291780,Jaguaripe,Muito alta vulnerabilidade,1,0,1
Nordeste,BA,291800,Jequie,Média vulnerabilidade,1,0,1
Nordeste,BA,291810,Jeremoabo,Alta vulnerabilidade,0,4,4
Nordeste,BA,291880,Laje,Alta vulnerabilidade,2,0,2
Nordeste,BA,291900,Lajedinho,Muito alta vulnerabilidade,1,0,1
Nordeste,BA,291910,Lamarao,Muito alta vulnerabilidade,1,0,1
Nordeste,BA,291920,Lauro de Freitas,Média vulnerabilidade,0,2,2
Nordeste,BA,291930,Lencois,Alta vulnerabilidade,1,0,1
Nordeste,BA,291960,Macajuba,Muito alta vulnerabilidade,1,0,1
Nordeste,BA,291980,Macaubas,Alta vulnerabilidade,1,2,3
Nordeste,BA,291990,Macurure,Muito alta vulnerabilidade,1,0,1
Nordeste,BA,291992,Madre de Deus,Baixa vulnerabilidade,1,0,1
Nordeste,BA,292045,Mansidao,Muito alta vulnerabilidade,1,0,1
Nordeste,BA,292060,Maragogipe,Alta vulnerabilidade,4,0,4
Nordeste,BA,292080,Marcionilio Souza,Muito alta vulnerabilidade,2,0,2
Nordeste,BA,292100,Mata de Sao Joao,Alta vulnerabilidade,0,0,0
Nordeste,BA,292120,Miguel Calmon,Alta vulnerabilidade,1,0,1
Nordeste,BA,292140,Mirangaba,Muito alta vulnerabilidade,1,0,1
Nordeste,BA,292150,Monte Santo,Muito alta vulnerabilidade,3,0,3
Nordeste,BA,292160,Morpara,Muito alta vulnerabilidade,1,0,1
Nordeste,BA,292170,Morro do Chapeu,Muito alta vulnerabilidade,1,0,1
Nordeste,BA,292225,Muquem de Sao Francisco,Alta vulnerabilidade,1,0,1
Nordeste,BA,292230,Muritiba,Média vulnerabilidade,0,1,1
Nordeste,BA,292265,Nordestina,Muito alta vulnerabilidade,1,0,1
Nordeste,BA,292273,Nova Fatima,Média vulnerabilidade,0,1,1
Nordeste,BA,292285,Nova Redencao,Muito alta vulnerabilidade,1,0,1
Nordeste,BA,292330,Ouricangas,Alta vulnerabilidade,0,1,1
Nordeste,BA,292350,Palmeiras,Alta vulnerabilidade,1,0,1
Nordeste,BA,292400,Paulo Afonso,Média vulnerabilidade,1,0,1
Nordeste,BA,292420,Pedro Alexandre,Muito alta vulnerabilidade,1,0,1
Nordeste,BA,292430,Piata,Alta vulnerabilidade,0,1,1
Nordeste,BA,292450,Pindai,Alta vulnerabilidade,0,0,0
Nordeste,BA,292480,Piritiba,Muito alta vulnerabilidade,1,0,1
Nordeste,BA,292530,Porto Seguro,Média vulnerabilidade,0,2,2
Nordeste,BA,292570,Presidente Janio Quadros,Alta vulnerabilidade,1,0,1
Nordeste,BA,292575,Presidente Tancredo Neves,Alta vulnerabilidade,0,1,1
Nordeste,BA,292590,Quijingue,Alta vulnerabilidade,0,2,2
Nordeste,BA,292600,Remanso,Alta vulnerabilidade,1,0,1
Nordeste,BA,292610,Retirolandia,Média vulnerabilidade,0,3,3
Nordeste,BA,292630,Riachao do Jacuipe,Média vulnerabilidade,0,1,1
Nordeste,BA,292730,Salinas da Margarida,Alta vulnerabilidade,0,0,0
Nordeste,BA,292740,Salvador,Média vulnerabilidade,5,6,11
Nordeste,BA,292760,Santa Brigida,Muito alta vulnerabilidade,1,0,1
Nordeste,BA,292770,Santa Cruz Cabralia,Alta vulnerabilidade,1,0,1
Nordeste,BA,292840,Santa Rita de Cassia,Alta vulnerabilidade,0,0,0
Nordeste,BA,292820,Santana,Alta vulnerabilidade,0,0,0
Nordeste,BA,292860,Santo Amaro,Alta vulnerabilidade,3,0,3
Nordeste,BA,292920,Sao Francisco do Conde,Média vulnerabilidade,0,0,0
Nordeste,BA,292930,Sao Goncalo dos Campos,Alta vulnerabilidade,0,0,0
Nordeste,BA,292950,Sao Sebastiao do Passe,Alta vulnerabilidade,1,0,1
Nordeste,BA,292975,Saubara,Alta vulnerabilidade,0,1,1
Nordeste,BA,292980,Saude,Alta vulnerabilidade,0,0,0
Nordeste,BA,293020,Sento Se,Alta vulnerabilidade,2,0,2
Nordeste,BA,293015,Serra do Ramalho,Muito alta vulnerabilidade,1,0,1
Nordeste,BA,293050,Serrinha,Média vulnerabilidade,0,3,3
Nordeste,BA,293077,Sobradinho,Média vulnerabilidade,1,0,1
Nordeste,BA,293090,Tabocas do Brejo Velho,Alta vulnerabilidade,0,1,1
Nordeste,BA,293100,Tanhacu,Alta vulnerabilidade,1,0,1
Nordeste,BA,293120,Taperoa,Alta vulnerabilidade,1,0,1
Nordeste,BA,293135,Teixeira de Freitas,Média vulnerabilidade,0,1,1
Nordeste,BA,293160,Teolandia,Muito alta vulnerabilidade,2,0,2
Nordeste,BA,293200,Uaua,Alta vulnerabilidade,3,0,3
Nordeste,BA,293210,Ubaira,Alta vulnerabilidade,0,0,0
Nordeste,BA,293250,Una,Muito alta vulnerabilidade,3,0,3
Nordeste,BA,293317,Varzedo,Alta vulnerabilidade,2,0,2
Nordeste,BA,293320,Vera Cruz,Alta vulnerabilidade,0,1,1
Nordeste,CE,230020,Acarau,Muito alta vulnerabilidade,1,0,1
Nordeste,CE,230040,Aiuaba,Alta vulnerabilidade,3,0,3
Nordeste,CE,230075,Amontada,Muito alta vulnerabilidade,1,0,1
Nordeste,CE,230100,Aquiraz,Alta vulnerabilidade,0,2,2
Nordeste,CE,230120,Aracoiaba,Muito alta vulnerabilidade,1,0,1
Nordeste,CE,230125,Ararenda,Alta vulnerabilidade,1,0,1
Nordeste,CE,230130,Araripe,Alta vulnerabilidade,0,2,2
Nordeste,CE,230185,Banabuiu,Alta vulnerabilidade,0,0,0
Nordeste,CE,230195,Barreira,Muito alta vulnerabilidade,1,0,1
Nordeste,CE,230205,Barroquinha,Muito alta vulnerabilidade,1,0,1
Nordeste,CE,230220,Beberibe,Alta vulnerabilidade,0,2,2
Nordeste,CE,230260,Camocim,Alta vulnerabilidade,2,2,4
Nordeste,CE,230270,Campos Sales,Alta vulnerabilidade,0,0,0
Nordeste,CE,230280,Caninde,Alta vulnerabilidade,1,1,2
Nordeste,CE,230310,Carire,Alta vulnerabilidade,1,0,1
Nordeste,CE,230360,Catarina,Alta vulnerabilidade,0,0,0
Nordeste,CE,230365,Catunda,Alta vulnerabilidade,0,1,1
Nordeste,CE,230370,Caucaia,Alta vulnerabilidade,0,0,0
Nordeste,CE,230380,Cedro,Média vulnerabilidade,1,1,2
Nordeste,CE,230393,Choro,Muito alta vulnerabilidade,1,0,1
Nordeste,CE,230395,Chorozinho,Muito alta vulnerabilidade,1,0,1
Nordeste,CE,230400,Coreau,Muito alta vulnerabilidade,1,0,1
Nordeste,CE,230420,Crato,Média vulnerabilidade,1,0,1
Nordeste,CE,230425,Cruz,Alta vulnerabilidade,3,0,3
Nordeste,CE,230426,Deputado Irapuan Pinheiro,Alta vulnerabilidade,0,0,0
Nordeste,CE,230427,Erere,Alta vulnerabilidade,1,0,1
Nordeste,CE,230440,Fortaleza,Média vulnerabilidade,16,0,16
Nordeste,CE,230445,Fortim,Alta vulnerabilidade,0,0,0
Nordeste,CE,230450,Frecheirinha,Alta vulnerabilidade,1,0,1
Nordeste,CE,230460,General Sampaio,Alta vulnerabilidade,0,1,1
Nordeste,CE,230470,Granja,Muito alta vulnerabilidade,1,0,1
Nordeste,CE,230500,Guaraciaba do Norte,Alta vulnerabilidade,1,1,2
Nordeste,CE,230523,Horizonte,Média vulnerabilidade,0,0,0
Nordeste,CE,230530,Ibiapina,Média vulnerabilidade,1,0,1
Nordeste,CE,230540,Ico,Alta vulnerabilidade,2,0,2
Nordeste,CE,230550,Iguatu,Média vulnerabilidade,0,0,0
Nordeste,CE,230565,Ipaporanga,Alta vulnerabilidade,1,0,1
Nordeste,CE,230570,Ipaumirim,Média vulnerabilidade,0,1,1
Nordeste,CE,230670,Jaguaretama,Alta vulnerabilidade,1,1,2
Nordeste,CE,230700,Jaguaruana,Alta vulnerabilidade,0,1,1
Nordeste,CE,230710,Jardim,Média vulnerabilidade,2,0,2
Nordeste,CE,230740,Jucas,Alta vulnerabilidade,0,0,0
Nordeste,CE,230760,Limoeiro do Norte,Média vulnerabilidade,1,0,1
Nordeste,CE,230763,Madalena,Alta vulnerabilidade,0,0,0
Nordeste,CE,230765,Maracanau,Média vulnerabilidade,1,0,1
Nordeste,CE,230770,Maranguape,Média vulnerabilidade,1,0,1
Nordeste,CE,230780,Marco,Alta vulnerabilidade,2,0,2
Nordeste,CE,230835,Milha,Alta vulnerabilidade,0,3,3
Nordeste,CE,230837,Miraima,Muito alta vulnerabilidade,1,0,1
Nordeste,CE,230840,Missao Velha,Média vulnerabilidade,0,0,0
Nordeste,CE,230870,Morada Nova,Alta vulnerabilidade,0,3,3
Nordeste,CE,230880,Moraujo,Média vulnerabilidade,1,0,1
Nordeste,CE,230890,Morrinhos,Alta vulnerabilidade,2,0,2
Nordeste,CE,230910,Mulungu,Alta vulnerabilidade,1,0,1
Nordeste,CE,230930,Nova Russas,Média vulnerabilidade,1,0,1
Nordeste,CE,230940,Novo Oriente,Muito alta vulnerabilidade,1,0,1
Nordeste,CE,230960,Pacajus,Média vulnerabilidade,0,5,5
Nordeste,CE,230970,Pacatuba,Média vulnerabilidade,2,0,2
Nordeste,CE,230980,Pacoti,Média vulnerabilidade,1,1,2
Nordeste,CE,231000,Palhano,Alta vulnerabilidade,0,0,0
Nordeste,CE,231025,Paraipaba,Alta vulnerabilidade,0,2,2
Nordeste,CE,231030,Parambu,Muito alta vulnerabilidade,2,0,2
Nordeste,CE,231040,Paramoti,Alta vulnerabilidade,0,1,1
Nordeste,CE,231050,Pedra Branca,Alta vulnerabilidade,0,2,2
Nordeste,CE,231070,Pentecoste,Alta vulnerabilidade,2,1,3
Nordeste,CE,231095,Pires Ferreira,Alta vulnerabilidade,2,0,2
Nordeste,CE,231123,Potiretama,Alta vulnerabilidade,0,0,0
Nordeste,CE,231126,Quiterianopolis,Alta vulnerabilidade,1,0,1
Nordeste,CE,231135,Quixelo,Média vulnerabilidade,1,0,1
Nordeste,CE,231140,Quixeramobim,Média vulnerabilidade,2,0,2
Nordeste,CE,231160,Redencao,Alta vulnerabilidade,0,1,1
Nordeste,CE,231170,Reriutaba,Alta vulnerabilidade,1,0,1
Nordeste,CE,231180,Russas,Média vulnerabilidade,0,3,3
Nordeste,CE,231220,Santa Quiteria,Alta vulnerabilidade,0,2,2
Nordeste,CE,231210,Santana do Cariri,Alta vulnerabilidade,1,0,1
Nordeste,CE,231230,Sao Benedito,Média vulnerabilidade,1,0,1
Nordeste,CE,231240,Sao Goncalo do Amarante,Alta vulnerabilidade,0,5,5
Nordeste,CE,231260,Sao Luis do Curu,Alta vulnerabilidade,1,0,1
Nordeste,CE,231270,Senador Pompeu,Alta vulnerabilidade,1,0,1
Nordeste,CE,231280,Senador Sa,Alta vulnerabilidade,1,0,1
Nordeste,CE,231290,Sobral,Baixa vulnerabilidade,3,0,3
Nordeste,CE,231330,Taua,Alta vulnerabilidade,2,0,2
Nordeste,CE,231350,Trairi,Muito alta vulnerabilidade,2,0,2
Nordeste,CE,231360,Ubajara,Média vulnerabilidade,1,1,2
Nordeste,CE,231380,Uruburetama,Alta vulnerabilidade,1,1,2
Nordeste,CE,231400,Varzea Alegre,Média vulnerabilidade,2,0,2
Nordeste,CE,231410,Vicosa do Ceara,Alta vulnerabilidade,2,0,2
Centro-oeste,DF,530010,Brasilia,Baixa vulnerabilidade,0,7,7
Sudeste,ES,320010,Afonso Claudio,Média vulnerabilidade,1,0,1
Sudeste,ES,320020,Alegre,Baixa vulnerabilidade,1,0,1
Sudeste,ES,320035,Alto Rio Novo,Baixa vulnerabilidade,0,0,0
Sudeste,ES,320060,Aracruz,Baixa vulnerabilidade,0,1,1
Sudeste,ES,320115,Brejetuba,Média vulnerabilidade,0,1,1
Sudeste,ES,320130,Cariacica,Média vulnerabilidade,3,0,3
Sudeste,ES,320140,Castelo,Muito baixa vulnerabilidade,1,1,2
Sudeste,ES,320200,Dores do Rio Preto,Baixa vulnerabilidade,0,1,1
Sudeste,ES,320230,Guacui,Baixa vulnerabilidade,0,1,1
Sudeste,ES,320270,Itaguacu,Baixa vulnerabilidade,0,0,0
Sudeste,ES,320300,Iuna,Baixa vulnerabilidade,0,0,0
Sudeste,ES,320332,Marataizes,Baixa vulnerabilidade,0,1,1
Sudeste,ES,320340,Mimoso do Sul,Baixa vulnerabilidade,0,0,0
Sudeste,ES,320370,Muniz Freire,Média vulnerabilidade,1,0,1
Sudeste,ES,320390,Nova Venecia,Baixa vulnerabilidade,1,0,1
Sudeste,ES,320517,Vila Valerio,Baixa vulnerabilidade,1,0,1
Sudeste,ES,320530,Vitoria,Muito baixa vulnerabilidade,0,0,0
Centro-oeste,GO,520010,Abadiania,Baixa vulnerabilidade,2,0,2
Centro-oeste,GO,520025,aguas Lindas de Goias,Média vulnerabilidade,1,0,1
Centro-oeste,GO,520140,Aparecida de Goiania,Média vulnerabilidade,4,0,4
Centro-oeste,GO,520215,Araguapaz,Baixa vulnerabilidade,1,0,1
Centro-oeste,GO,520310,Baliza,Alta vulnerabilidade,1,0,1
Centro-oeste,GO,520320,Barro Alto,Baixa vulnerabilidade,1,1,2
Centro-oeste,GO,520355,Bonfinopolis,Média vulnerabilidade,1,1,2
Centro-oeste,GO,520410,Cachoeira Alta,Média vulnerabilidade,1,0,1
Centro-oeste,GO,520430,Cacu,Baixa vulnerabilidade,0,1,1
Centro-oeste,GO,520470,Campinorte,Baixa vulnerabilidade,0,1,1
Centro-oeste,GO,520549,Cidade Ocidental,Média vulnerabilidade,3,0,3
Centro-oeste,GO,520551,Cocalzinho de Goias,Alta vulnerabilidade,2,0,2
Centro-oeste,GO,520620,Cristalina,Média vulnerabilidade,1,0,1
Centro-oeste,GO,520725,Doverlandia,Média vulnerabilidade,0,1,1
Centro-oeste,GO,520790,Flores de Goias,Alta vulnerabilidade,1,0,1
Centro-oeste,GO,520800,Formosa,Baixa vulnerabilidade,3,0,3
Centro-oeste,GO,520860,Goianesia,Baixa vulnerabilidade,2,0,2
Centro-oeste,GO,520870,Goiania,Baixa vulnerabilidade,0,0,0
Centro-oeste,GO,521180,Jaragua,Baixa vulnerabilidade,0,0,0
Centro-oeste,GO,521190,Jatai,Baixa vulnerabilidade,1,0,1
Centro-oeste,GO,521220,Jussara,Baixa vulnerabilidade,0,0,0
Centro-oeste,GO,521460,Niquelandia,Baixa vulnerabilidade,1,3,4
Centro-oeste,GO,521560,Padre Bernardo,Alta vulnerabilidade,0,3,3
Centro-oeste,GO,521580,Palmelo,Muito baixa vulnerabilidade,1,0,1
Centro-oeste,GO,521680,Petrolina de Goias,Baixa vulnerabilidade,1,0,1
Centro-oeste,GO,521710,Piracanjuba,Baixa vulnerabilidade,1,0,1
Centro-oeste,GO,521730,Pirenopolis,Baixa vulnerabilidade,1,0,1
Centro-oeste,GO,521740,Pires do Rio,Baixa vulnerabilidade,0,0,0
Centro-oeste,GO,521760,Planaltina,Alta vulnerabilidade,0,4,4
Centro-oeste,GO,521800,Porangatu,Baixa vulnerabilidade,2,0,2
Centro-oeste,GO,521850,Quirinopolis,Baixa vulnerabilidade,0,0,0
Centro-oeste,GO,521910,Santa Barbara de Goias,Baixa vulnerabilidade,0,0,0
Centro-oeste,GO,521975,Santo Antonio do Descoberto,Alta vulnerabilidade,1,0,1
Centro-oeste,GO,521990,Sao Francisco de Goias,Baixa vulnerabilidade,1,0,1
Centro-oeste,GO,522020,Sao Miguel do Araguaia,Média vulnerabilidade,1,0,1
Centro-oeste,GO,522060,Silvania,Média vulnerabilidade,0,0,0
Centro-oeste,GO,522108,Teresina de Goias,Alta vulnerabilidade,1,0,1
Centro-oeste,GO,522130,Tres Ranchos,Muito baixa vulnerabilidade,1,0,1
Centro-oeste,GO,522200,Vianopolis,Baixa vulnerabilidade,0,0,0
Nordeste,MA,210005,Acailandia,Média vulnerabilidade,2,0,2
Nordeste,MA,210010,Afonso Cunha,Muito alta vulnerabilidade,1,0,1
Nordeste,MA,210020,Alcantara,Muito alta vulnerabilidade,4,0,4
Nordeste,MA,210030,Aldeias Altas,Muito alta vulnerabilidade,1,0,1
Nordeste,MA,210040,Altamira do Maranhao,Muito alta vulnerabilidade,1,0,1
Nordeste,MA,210047,Alto Alegre do Pindare,Muito alta vulnerabilidade,2,0,2
Nordeste,MA,210070,Anajatuba,Muito alta vulnerabilidade,1,0,1
Nordeste,MA,210083,Apicum-Acu,Muito alta vulnerabilidade,2,0,2
Nordeste,MA,210087,Araguana,Muito alta vulnerabilidade,1,0,1
Nordeste,MA,210120,Bacabal,Alta vulnerabilidade,2,0,2
Nordeste,MA,210130,Bacuri,Muito alta vulnerabilidade,1,0,1
Nordeste,MA,210140,Balsas,Média vulnerabilidade,2,0,2
Nordeste,MA,210160,Barra do Corda,Muito alta vulnerabilidade,1,0,1
Nordeste,MA,210170,Barreirinhas,Muito alta vulnerabilidade,2,0,2
Nordeste,MA,210190,Bequimao,Muito alta vulnerabilidade,1,0,1
Nordeste,MA,210210,Brejo,Muito alta vulnerabilidade,1,0,1
Nordeste,MA,210215,Brejo de Areia,Muito alta vulnerabilidade,1,0,1
Nordeste,MA,210232,Buriticupu,Muito alta vulnerabilidade,1,0,1
Nordeste,MA,210237,Cachoeira Grande,Muito alta vulnerabilidade,1,0,1
Nordeste,MA,210240,Cajapio,Muito alta vulnerabilidade,1,0,1
Nordeste,MA,210260,Candido Mendes,Muito alta vulnerabilidade,1,0,1
Nordeste,MA,210270,Cantanhede,Muito alta vulnerabilidade,1,0,1
Nordeste,MA,210280,Carolina,Alta vulnerabilidade,1,0,1
Nordeste,MA,210290,Carutapera,Muito alta vulnerabilidade,1,0,1
Nordeste,MA,210300,Caxias,Alta vulnerabilidade,0,3,3
